Name,Notes
rasha,"['tropical fruits', ' currant buds', ' black currant leaf', 'cardamom', ' jasmine sambac']"
vv-aqua-women,"['cassia', ' bergamot', ' peach', 'gardenia', ' violet', ' jasmine']"
secret-de-rochas-rose-intense,"['may rose', ' passionfruit', ' peach', 'red rose', ' green leaves', ' osmanthus']"
tocade,"['geranium', ' freesia', ' bergamot', ' green notes', 'rose', ' iris', ' orchid', ' magnolia', ' jasmine', ' lily-of-the-valley']"
brazilian-crush-cheirosa-68,"['pitahaya', ' litchi', 'jasmine', ' hibiscus', ' sea notes']"
rykiel-homme-grey,"['star anise', ' yuzu', ' orange blossom', ' green apple', ' mandarin orange', 'ceylon cinnamon', ' cyclamen', ' brazilian rosewood', ' nutmeg']"
pink-boa,"['black currant', ' rosemary', ' bergamot', 'raspberry', ' vodka', ' basil']"
noora,"['honey', ' orange', 'saffron', ' lily', ' rose']"
wild-spirit,"['orange', ' green notes', ' bergamot', 'tuberose', ' jasmine', ' fruity notes']"
grey-vetiver-parfum,"['orange blossom', 'saffron']"
maritime-for-him,"['lavender', ' bergamot', ' pink pepper', ' clary sage', 'violet leaf', ' water lily', ' ambergris', ' geranium', ' jasmine']"
hilfiger-woman-peach-blossom,"['peach', ' blackberry', ' cassis', ' bergamot', 'iris', ' mimosa']"
white-jeans,"['spices', ' galbanum', ' plum', ' peach', ' orange blossom', ' raspberry', 'tuberose', ' carnation', ' jasmine', ' ylang-ylang', ' gardenia', ' rose', ' lily']"
versace-pour-femme-dylan-purple,"['pear', ' bergamot', ' bitter orange', 'freesia', ' pomarose', ' mahonial']"
tease-flower,"['orchid', ' sugar', 'tulip']"
esquel,"['lavender', ' iris', ' lemon', ' pink pepper', ' bergamot', ' myrtle', 'cinnamon', ' patchouli', ' rose', ' orange blossom', ' ylang-ylang', ' petitgrain', ' nard himalayan (jatamansi)']"
oesel,"['african orange flower', ' petitgrain', ' lemon', 'mimosa', ' white flowers', ' jasmine', ' rose']"
accento-overdose,"['fruity notes', ' green accord', ' aldehydes', 'egyptian jasmine', ' lily-of-the-valley', ' bulgarian rose']"
chevrefeuille,"['amalfi lemon', ' orange', 'honeysuckle', ' jasmine']"
nuit-vanille,"['bergamot', 'orange blossom', ' rose', ' jasmine']"
vanille-blanche,"['orange', ' lemon', 'vanilla']"
la-nuit-de-l-homme-eau-de-parfum,"['cardamom', ' grapefruit', 'leather', ' lavender', ' clary sage']"
dark-emerald,"['almond', ' pear', 'jasmine', ' rose']"
zara-orchid-2017,"['black currant', ' bergamot', ' rose', 'orchid', ' peach', ' lily-of-the-valley']"
tender-amber,"['exotic fruits', ' black currant', 'tuberose', ' rose']"
gold-oddity,"['mineral notes', 'spicy notes']"
saffron-orange-flowers,"['saffron', ' orange', ' green notes', ' bergamot', 'orange blossom', ' ylang-ylang', ' jasmine']"
romance-d-iris,"['rice', ' bergamot', 'iris', ' tuscan iris', ' violet']"
friday-freaking-gorgeous,"['bitter almond', ' bergamot', 'sandalwood', ' lily of the valley', ' rose']"
seoul-532-8-sinsa-dong-gangnam-gu-winter,"['mandarin orange', 'apple']"
extreme-9-0,"['lavender', ' pepper', ' cardamom', 'cedar', ' orris', ' vetiver']"
joyful-tuberose,"['orange', ' grapefruit', ' black currant', ' lemon', 'gardenia', ' apple', ' cedar']"
zara-w-end-till-8-00-pm,"['mandarin orange', ' pepper', 'lavender']"
squid,"['incense', ' amyl salicylate', ' pink pepper', 'ink', ' sea salt', ' opoponax']"
soir-de-lune,"['coriander', ' pepper oil', ' nutmeg', ' bergamot', ' lemon', ' mandarin orange', 'may rose', ' mimosa', ' iris', ' jasmine', ' lily-of-the-valley', ' peach']"
zen-moon-essence,"['pear', ' pineapple', ' grapefruit', ' bergamot', ' rose', 'raspberry', ' magnolia', ' jasmine', ' freesia', ' violet', ' tuberose']"
giordani-gold-essenza,"['bergamot', 'orange blossom', ' white flowers']"
pink-friday-special-edition,"['raspberry', ' apple', ' grapefruit', 'jasmine', ' water lily', ' honeysuckle']"
wonderlust-sublime,"['orange blossom', 'tahitian tiare flower', ' carnation']"
veni,"['cardamom', ' cinnamon', ' lavender', ' galbanum', 'guaiac wood', ' saffron', ' tagetes']"
prolixe,"['cardamom', ' ginger', 'rose', ' chamomile', ' olibanum']"
preferred-stock,"['cypress', ' lavender', ' citruses', 'balsam fir', ' clary sage', ' nutmeg']"
no-sleep,"['hyacinth', ' white rose', ' bergamot', 'violet', ' lily', ' jasmine']"
1881-essentiel,"['bergamot', ' mandarin orange', ' citruses', ' grapefruit', 'basil', ' pink pepper', ' artemisia']"
illusione-bois-nu,"['lemon', ' bitter orange', ' bergamot', 'monoi oil']"
republic-of-men,"['plum', ' clementine', ' fig leaf', 'rosemary', ' jasmine', ' sage']"
liquid-crystal,"['bergamot', ' wormwood', ' cloves', ' sicilian orange', ' spicy notes', 'lavender', ' incense', ' patchouli']"
white-lies,"['raspberry', ' litchi', ' lemon', 'jasmine', ' tuberose', ' heliotrope']"
carthusia-lady,"['rose', ' ylang-ylang', ' cyclamen', ' lily-of-the-valley', ' lilac', ' bergamot', ' gardenia', ' jasmine', 'carnation', ' cloves', ' geranium', ' peach', ' violet leaf', ' iris']"
mimmina,"['melon', ' bergamot', 'violet', ' tuberose', ' jasmine']"
fiorilu,"['white flowers', ' fruity notes', 'spicy notes', ' orange blossom', ' water lily']"
business-over-pleasure,"['sichuan pepper', ' coriander', ' bergamot', 'tuscan iris', ' lily-of-the-valley', ' cashmere wood', ' ginger', ' lemon verbena']"
sea-god,"['bergamot', 'sea notes']"
vaniglia-e-zenzero-del-madagascar,"['ginger', ' bergamot', 'palisander rosewood', ' ylang-ylang', ' orchid']"
rosendo-mateu-no-3-neroli-iris-white-musk,"['tunisian neroli', ' sicilian bergamot', 'iris', ' jasmine', ' damask rose']"
fresh-impact,"['watermelon', ' amalfi lemon', ' green notes', 'ginger', ' nutmeg']"
silk-route,"['star anise', ' cloves', ' ginger', ' bergamot', 'immortelle', ' tuberose', ' narcissus', ' lavender']"
lamsa,"['apple', 'honey']"
cafe-tuberosa,"['guatemalan cardamom', ' calabrian bergamot', ' sicilian mandarin', 'coffee', ' indian tuberose', ' damask rose']"
my-fair-lily,"['chamomile', ' watery notes', ' rhubarb', 'casablanca lily']"
never-spring,"['lemon', ' blackberry', 'bamboo', ' cyclamen', ' jasmine']"
september,"['lavender', ' kumquat', ' pomelo', 'apple blossom', ' eucalyptus', ' jasmine']"
angelic,"['clary sage', ' apple', ' cardamom', 'woodsy notes', ' papyrus', ' damask rose']"
invigorating,"['mexican chocolate', ' yuzu', ' licorice', ' orange', ' bergamot', 'geranium', ' rose', ' jasmine']"
madonna,"['davana', ' rum', ' geranium', ' sage', ' neroli', 'osmanthus', ' tuberose', ' jasmine sambac', ' orange blossom']"
002-neroli-jasmin-ambre-blanc,"['neroli', ' sicilian bergamot', 'jasmine', ' peony', ' lily-of-the-valley']"
place-vendome,"['orange blossom', ' tangerine', ' pink pepper', ' rose', 'honey', ' jasmine', ' praline', ' peony']"
les,"['pomelo', ' bergamot', ' pink pepper', ' cardamom', 'osmanthus', ' jasmine', ' peony']"
enchanting,"['osmanthus', ' red berries', 'gardenia', ' diamond orchid', ' freesia']"
harlem-nights,"['rum', ' saffron', ' nutmeg', ' cloves', ' grapefruit', ' lemon', 'patchouli', ' orris root', ' cedar', ' jasmine']"
ed-hardy-born-wild-for-women,"['blackberry', ' cassia', 'peach blossom', ' magnolia', ' lily-of-the-valley']"
musc-alize,"['jasmine', 'white musk', ' violet', ' ylang-ylang']"
vanille-coco,"['whipped cream', ' banana', ' heliotrope', 'vanilla', ' coconut']"
vanille-passion,"['vanilla', 'vanilla', ' natural vanilla']"
sweet-courreges,"['peach', ' aldehydes', ' orange blossom', ' green leaves', ' lemon', ' bergamot', ' mandarin orange', 'tuberose', ' jasmine', ' lily-of-the-valley', ' rose', ' orris root']"
aramis,"['aldehydes', ' myrrh', ' artemisia', ' thyme', ' clover', ' bergamot', ' gardenia', 'patchouli', ' sage', ' jasmine', ' cardamom', ' orris root']"
liquid-cashmere-white,"['lemon', ' bergamot', 'osmanthus']"
sun-java-for-women,"['red apple', ' melon', ' black currant', ' amalfi lemon', ' peach', 'rose', ' lily', ' magnolia', ' jasmine']"
five,"['lemon', ' sweet orange', 'rosemary', ' petitgrain']"
cabotine-fleur-splendide,"['white peach', ' freesia', ' bergamot', 'sandalwood', ' jasmine', ' rose']"
diamond-in-the-sky,"['caramel', ' saffron', ' wild berries', 'cashmere wood', ' white woods']"
flight-of-fancy,"['yuzu', ' litchi', ' lemon', 'magnolia', ' freesia', ' rose']"
silver-scent-pure,"['grapefruit', ' mint', ' granny smith apple', ' bergamot', 'orange blossom', ' lavender', ' cardamom', ' nutmeg']"
artisan-black,"['blood orange', ' tangerine', ' amalfi lemon', ' watermelon', 'ginger', ' african orange flower', ' neroli', ' jasmine', ' cardamom', ' coriander']"
johana,"['chrysanthemum', ' galbanum', 'wisteria', ' cacao pod', ' rose', ' iris']"
pink-diamond-khloe,"['violet', ' dew drop', ' bergamot', 'lilac', ' tuberose', ' jasmine']"
cherry-princess,"['cherry', ' grapefruit', ' amalfi lemon', 'floral notes']"
eau-universelle,"['bergamot', ' grapefruit', 'geranium']"
oud-rose,"['peony', ' bergamot', 'grasse rose', ' cedar']"
vanille-givree-de-antilles,"['lavender', ' tangerine', ' bergamot', 'tuberose', ' rose']"
rosamunda,"['rose', ' saffron', 'bulgarian rose', ' turkish rose', ' patchouli']"
kingdom-of-dreams,"['incense', ' nutmeg', ' black pepper', 'patchouli', ' moroccan cedar', ' haitian vetiver']"
vepres-siciliennes,"['tangerine', ' magnolia', ' orange', ' grapefruit', ' green notes', ' lily-of-the-valley', ' pepper', ' cardamom', 'african orange flower', ' tuberose', ' ylang-ylang', ' heliotrope', ' rose', ' jasmine', ' oakmoss', ' amber', ' virginia cedar']"
gingembre,"['lemon verbena', ' bergamot', ' grapefruit', ' mandarin orange', ' tangerine', 'ginger', ' petitgrain', ' nutmeg', ' jasmine']"
chypre-charnel,"['peach', ' bergamot', ' orange', ' lemon', 'bulgarian rose', ' iris flower', ' jasmine', ' white flowers']"
rose-etoile-de-hollande,"['white peach', ' heliotrope', ' calabrian bergamot', 'turkish rose', ' bulgarian rose', ' geranium', ' cloves']"
sunset,"['watermelon', ' melon', ' pepper', ' green leaves', ' bergamot', 'milk', ' raspberry', ' rose', ' freesia']"
number-one,"['galbanum', ' tagetes', 'tuberose', ' jasmine', ' orange blossom', ' rose', ' cassis', ' ylang-ylang']"
eau-de-parfum-tea-rose,"['peony', ' chamomile', 'tea rose', ' damask rose', ' bulgarian rose']"
neroli-mediterraneo,"['sicilian bitter orange', ' calabrian bergamot', ' sicilian mandarin', 'petitgrain', ' neroli', ' geranium', ' orange blossom', ' ginger', ' timur']"
tangerine-boy,"['lemon', ' ginger', ' black pepper', 'tangerine', ' apple', ' jasmine']"
animal-mondain,"['pear leaf', 'tobacco', ' honey', ' hay']"
bois-blond,"['wheat', ' galbanum', ' grass', 'hay', ' cedar']"
ivoire,"['galbanum', ' violet leaf', ' mandarin orange', 'iris', ' rose', ' ylang-ylang', ' jasmine']"
british-rose,"['bergamot', ' tangerine', 'rose water', ' peony', ' water lily']"
blue-tea,"['tea', ' nutmeg', 'magnolia', ' neroli', ' rose']"
april-violets,"['violet', 'lily-of-the-valley', ' jasmine', ' pelargonium']"
lace,"['aldehydes', 'rose']"
alamut,"['rose', ' brazilian rosewood', ' flowers', ' osmanthus', ' jasmine', 'french labdanum', ' ylang-ylang', ' tuberose', ' orange blossom', ' narcissus']"
tabac-craftsman,"['bergamot', ' grapefruit', ' black pepper', 'lavender', ' tonka bean', ' geranium']"
princess-noir,"['black currant', ' pear', ' mandarin orange', 'freesia', ' cotton flower', ' jasmine']"
i-miss-violet,"['violet leaf', ' champaca', ' mandarin orange', ' ambrette (musk mallow)', ' basil', ' nutmeg', 'violet', ' iris', ' mimosa', ' osmanthus', ' cyclamen']"
oriental-lounge,"['curry tree', ' pepper', ' bergamot', 'rose', ' satinwood']"
south-bay,"['grapefruit', ' petitgrain', ' tamarind', 'freesia', ' rose hip', ' woody notes']"
cafe-cabanel,"['cinnamon', ' coffee', ' mandarin orange', 'butter', ' milk', ' heliotrope', ' rose']"
splendida,"['almond', ' white peach', ' bergamot', 'peony', ' jasmine', ' iris']"
dupont-oud-et-rose,"['agarwood (oud)', ' saffron', ' vanilla', 'rose', ' patchouli', ' musk']"
superior,"['bergamot', ' grapefruit', ' amalfi lemon', 'cardamom', ' orris root', ' rosemary']"
antigua,"['guava', ' grapefruit', ' lime', ' apricot', ' bergamot', 'fig leaf', ' peach', ' rose']"
immortelle-corse,"['apricot', ' lemon', 'saffron']"
signature-man,"['cardamom', ' bergamot', ' artemisia', 'lavender', ' orange blossom', ' cinnamon']"
moon-dust,"['mineral notes', ' carrot seeds', ' coriander', 'tobacco', ' flint', ' ozonic notes']"
sugarful,"['wild strawberry', ' tangerine', 'cotton candy', ' pink peony']"
lr-classics-hawaii,"['cinnamon', ' clove', ' bergamot', 'sandalwood', ' heliotrope', ' jasmine']"
true-by-woman,"['sea notes', ' pepper', ' bergamot', 'iris', ' sandalwood', ' cedar', ' elemi', ' jasmine']"
ibisco,"['elemi resin', ' lemon', ' coriander', ' orange', ' cardamom', 'ylang-ylang', ' hibiscus', ' vanilla', ' orris', ' jasmine', ' rose']"
lily-of-the-valley,"['lily-of-the-valley', ' lily', ' damask rose', 'jasmine', ' ylang-ylang', ' honeysuckle']"
warek,"['saffron', ' incense', 'rose', ' guaiac wood', ' patchouli', ' amber']"
white-musk,"['granny smith apple', ' mint', ' citruses', ' melon', ' thyme', 'cloves', ' geranium']"
fantosmia,"['black pepper', ' cardamom', 'pimento', ' shiso', ' mate', ' fennel']"
desert-flowers-dahlia,"['neroli', ' pepper', ' bergamot', 'tuberose', ' dahlia', ' jasmine']"
eliana-glamour,"['pineapple', ' pear', ' melon', ' mandarin orange', 'apricot', ' orchid', ' jasmine', ' accia']"
florasense,"['bergamot', ' herbal notes', ' green leaves', ' scent trek', ' green mandarin', 'freesia', ' scent trek', ' false jasmine', ' peony', ' peach blossom']"
nero-nepal,"['cumin', ' rosemary', ' lemon', 'cannabis', ' agarwood (oud)', ' gurjan balsam', ' poppy']"
whitelight,"['pear', ' peach', ' mandarin orange', 'violet', ' rose', ' jasmine']"
muguet,"['neroli', ' pink pepper', 'lily-of-the-valley', ' jasmine', ' freesia']"
frivole,"['tangerine', ' mandarin orange', ' lemon', ' bergamot', 'lily-of-the-valley', ' jasmine', ' peony']"
beau-de-provence,"['fig', ' bergamot', ' grapefruit', 'ylang-ylang', ' mint', ' basil']"
musc-intense,"['aldehydes', ' bergamot', ' mandarin orange', 'freesia', ' virginia cedar', ' jasmine']"
onde-7,"['honey', ' narcissus', ' ginger', 'beeswax', ' tonka bean', ' guaiac wood']"
chic,"['apple', ' peony', ' orange', ' lemon', ' bergamot', ' cassis', 'jasmine', ' lily-of-the-valley', ' freesia', ' maltol', ' peach', ' pineapple', ' pink pepper']"
english-laundry-notting-hill,"['bergamot', ' lemon', ' lime', 'pepper', ' jasmine']"
no-7,"['apricot', ' pear', ' jasmine', ' melon', 'almond', ' gardenia', ' jasmine']"
violet-eyes,"['peach', 'rose', ' jasmine']"
white-diamonds-lustre,"['raspberry', ' pear', ' bergamot', ' mandarin orange', 'narcissus', ' orange blossom', ' jasmine', ' orris root']"
ambre-d-orient-secret-v,"['jasmine', ' cinnamon', ' rose', ' bergamot', ' pink pepper', 'vetiver', ' cedar', ' patchouli', ' cypriol oil or nagarmotha']"
l-infante,"['ivy', ' cassis', 'jasmine', ' ylang-ylang', ' peony']"
bois-d-orange,"['bitter orange', ' orange', ' tangerine', ' lime', ' bergamot', 'rhubarb', ' petitgrain', ' elemi', ' tarragon', ' pink pepper']"
viii-rococo-immortelle,"['bergamot', ' lemon', 'immortelle']"
no-1,"['cardamom', ' nutmeg', ' lime', ' paprika', ' artemisia', ' mandarin orange', ' grapefruit', ' caraway', 'iris', ' ylang-ylang', ' jasmine', ' lily-of-the-valley', ' heliotrope', ' rose']"
fever,"['blood orange', ' mandarin orange', 'frangipani', ' indian jasmine']"
muguet-du-bonheur,"['lily-of-the-valley', ' neroli', ' orange blossom', ' bergamot', 'lily-of-the-valley', ' lilac', ' magnolia', ' jasmine', ' tincture of rose']"
revolucion,"['ozonic notes', ' orange blossom', ' thyme', 'saffron', ' violet leaf', ' mate']"
romance-dreams,"['blackcurrant syrup', ' bergamot', ' passionfruit', ' peach', 'pink peony', ' rose petals', ' magnolia', ' freesia']"
eau-vitaminee,"['grapefruit', ' orange', 'jasmine']"
iris-fauve,"['iris', ' cinnamon', ' bergamot', 'haitian vetiver', ' patchouli', ' cypriol oil or nagarmotha']"
rose-noire,"['pink pepper', 'bulgarian rose', ' white flowers']"
vetiver-royale-absolute,"['haitian vetiver', ' black pepper', ' juniper', 'agarwood (oud)']"
paloma-picasso,"['carnation', ' coriander', ' rose', ' angelica', ' neroli', ' bergamot', ' amalfi lemon', 'patchouli', ' hyacinth', ' jasmine', ' ylang-ylang', ' mimosa']"
for-ever,"['ylang-ylang', ' blackcurrant syrup', ' bergamot', 'fruity notes', ' orchid', ' lotus']"
9am-pour-femme,"['mandarin orange', ' grapefruit', ' bergamot', 'raspberry', ' black currant']"
amber-oud-bleu-edition,"['grapefruit', ' lemon', ' mint', ' pink pepper', 'ginger', ' vetiver', ' jasmine']"
affaf,"['plum', ' bergamot', ' mango', ' citruses', ' red berries', ' orange', ' lime', ' lavender', 'taif rose', ' amber', ' patchouli', ' ylang-ylang', ' iris', ' jasmine', ' lily-of-the-valley']"
tajal-aroosah,"['melon', ' watermelon', ' green notes', ' night blooming cereus', ' bergamot', 'raspberry', ' freesia', ' rose', ' milk']"
oudy,"['white musk', ' costus', 'agarwood (oud)', ' tobacco', ' neroli']"
private-key-to-my-life,"['pink pepper', ' grapefruit', ' melon', ' lime', ' tangerine', ' orange', ' black pepper', ' bergamot', ' lemon', ' plum', ' pineapple', 'rose', ' lily of the valley', ' white flowers', ' jasmine', ' freesia', ' magnolia', ' geranium']"
derby-club-house-ascot,"['green notes', ' lemon', ' bergamot', 'nutmeg', ' cloves', ' sage', ' cinnamon']"
magnificent-pour-femme,"['raspberry', ' black currant', ' pink pepper', 'rose', ' geranium']"
300-km-h-air-speed,"['mint', ' watery notes', ' italian mandarin', 'violet leaves', ' sandalowood', ' cedar']"
avon-homem-active,"['grapefruit', ' bergamot', 'lavender', ' cedar', ' geranium']"
far-away-rebel,"['whipped cream', ' black currant', ' red fruits', ' dried plum', 'orange blossom', ' madagascar vanilla', ' jasmine sambac']"
far-away-royale,"['coriander extract', ' plum', ' bergamot', 'jasmine', ' orange blossom', ' tunisian neroli']"
urban-flowers-new-york,"['pear', ' bergamot', ' mandarin orange', 'orchid', ' rose', ' orange blossom']"
azzaro-aqua-frost,"['sea notes', ' grapefruit', 'mint', ' kumquat', ' citruses']"
tubereuse-imperiale,"['geranium', ' rosebay willowherb', 'indian tuberose', ' ylang-ylang', ' jasmine sambac', ' egyptian jasmine', ' iris']"
alpine-suede,"['mountain air', ' bergamot', ' mandarin orange', 'cardamom', ' black pepper']"
endless-weekend,"['mandarin orange', ' nectarine', ' raspberry', ' litchi', ' mirabelle', ' apple', 'plum blossom', ' magnolia', ' gardenia', ' jasmine sambac']"
whiskey-reserve,"['apple', 'whiskey']"
tutti-dolci-white-mocha-kiss,"['water lily', ' apple', 'marshmallow', ' dark chocolate', ' orchid', ' ginger flower']"
burberry-women,"['peach', ' apricot', ' pear', ' black currant', ' green apple', 'sandalwood', ' jasmine', ' moss']"
